Company,Sector,ESG Topic,Extracted Claim,Sentiment Score,Specificity Score,Greenwashing Risk Score,Doc,Page
intel_esg,Unknown,Water & Effluents,"that of regulatory requirements.
Intel measures the success of actions and procedures taken to minimize water-related impacts of inorganic pollutants, through
sampling and laboratory analysis. We measure the concentration of inorganic pollutants in the discharge and consider our
measures successful if discharge at all sites is within these thresholds 100% of the time.
Water pollutant category
Nitrates
Description of water pollutant and potential impacts
In the semiconductor industry, one of the avenues of generation of nitrate compounds is the neutralization of nitric acid used
in etching proc",0.269,0.62,0.375,intel_esg.pdf,203
intel_esg,Unknown,Water & Effluents,"(W1.2i) Provide total water discharge data by destination.
RelevanceVolume ComparisonPlease explain
(megaliters/year) with
previous
reporting
year
Fresh surface Not <Not Applicable> <Not Fresh surface water is not a relevant discharge destination to Intel because we do not directly discharge to surface water bodies and do not plan to
water relevant Applicable> do so in the future. Our sites around the world are subject to wastewater discharge/sewer standards or permit requirements, that dictate our
requirements to discharge to sewer (i.e., to our local municipalities) where additional treatmen",0.5,0.62,0.583,intel_esg.pdf,400
intel_esg,Unknown,Water & Effluents,"Intel Corporation - Water Security 2023
W0. Introduction
W0.1
(W0.1) Give a general description of and introduction to your organization.
The entire world is becoming digital as technology is increasingly central to every aspect of human existence. As we look
ahead to the next decade, we expect to see continued movement to digital for everything—the way we work, learn, connect,
develop, and operate. Semiconductors are the underlying technology powering the digitization of everything, and this is being
accelerated by five superpowers: ubiquitous compute, pervasive connectivity, cloud-to-edge in",0.5,0.61,0.536,intel_esg.pdf,159
intel_esg,Unknown,Water & Effluents,"% Comparison
Withdrawals withdrawn with Primary reason
are from from areas previous for comparison Fiveareas with with water reporting with previous year Primary reason Identification
water stress stress year reporting year forecast for forecast tool Please explain
high” water stress,
including Shanghai,
China; Bangalore, India
(two locations); Haifa,
Petach Tikva and Qiryat
Gat, Israel; Guadalajara,
Mexico; Chandler and
Ocotillo, Arizona;
Folsom, California; and
Rio Rancho, New Mexico;
which represents 43% of
our total freshwater
withdrawals (48% of
total withdrawals). This
information is pub",0.269,0.61,0.329,intel_esg.pdf,175
intel_esg,Unknown,Water & Effluents,"Contents Introduction Our Business People Sustainability Technology Appendix
IRTI: Activating Tech as a Force for Good
In 2021, we created the Intel Responsible Technology Initiative (IRTI), network, ensuring seamless connectivity for sensors, cameras, and
through which we build deeper relationships with our customers and AI-powered analytics tools. This allows for real-time monitoring of
other organizations in line with our corporate purpose and our goal to ”Through our participation in the project, water pressure, flow rates, and environmental conditions—critical factors
create shared value.",0.993,0.59,0.692,intel_esg.pdf,47
intel_esg,Unknown,Water & Effluents,"% of Frequency of Method of
sites/facilities/operations measurement measurement Please explain
sites not yet included in ENGIE, this data is
collected from each site monthly or quarterly
and compiled in a global environmental
database following Intel's environmental
indicator data collection procedure.
Once per calendar quarter, water usage is
reviewed at the corporate level and is
compared to previous years and quarters to
understand trends. This is conducted for all
Intel locations –manufacturing &
nonmanufacturing– however, only sites
considered to be material (>1% of global use)
and within",0.5,0.59,0.443,intel_esg.pdf,164
intel_esg,Unknown,Water & Effluents,"% of Frequency of Method of
sites/facilities/operations measurement measurement Please explain
Data is compiled monthly based on site flow
meter data or calculations based on incoming
water billing data for most sites and quarterly
for other sites. This data is collected from
each site quarterly and compiled in a global
environmental database following Intel's
environmental indicator data collection
procedure.
Once per calendar quarter, water usage is
reviewed at the corporate level for accuracy
and is compared to previous years/quarters
Total water discharge to understand trends. This is cond",0.5,0.59,0.443,intel_esg.pdf,166
intel_esg,Unknown,Water & Effluents,"% of Frequency of Method of
sites/facilities/operations measurement measurement Please explain
Application (WMA)
systems, and material
balance.
Provision of fully-functioning, safely managed
WASH services to all workers is companywide requirement for all facilities and is built
into Intel Master Design Spec's (IMDS),
company-wide building/construction req's
that incorporate policies, best practices,
applicable standards and building codes.
In addition to maintenance record and
employee satisfaction surveys, ongoing
compliance is monitored and measured by
janitorial staff at all sites within ou",0.731,0.59,0.501,intel_esg.pdf,170
intel_esg,Unknown,Water & Effluents,"Comparison
with Primary reason
previous for comparison FiveVolume reporting with previous year Primary reason for
(megaliters/year) year reporting year forecast forecast Please explain
Our 2022 total water discharges
decreased 28% compared to 2021.
Our water conservation efforts,
including our three onsite reclaim
facilities, significantly reduced our
demand for freshwater. Also, our
2022 production was impacted by
an uncertain macroeconomic
environment, leading to decreased
water use. Finally, the Dalian, China
site was sold after year-end 2021.
These factors drove a decrease in
total water w",0.881,0.59,0.614,intel_esg.pdf,172
intel_esg,Unknown,Water & Effluents,"Comparison
with Primary reason
previous for comparison FiveVolume reporting with previous year Primary reason for
(megaliters/year) year reporting year forecast forecast Please explain
recycling facilities fully operational
in Oregon, Israel and Arizona, as
well as ongoing efficiency and
conservation projects related to
water management, especially
water consumption (evaporation) in
our cooling towers, we expect
company-wide long-term water
consumption to remain about the
same over the next several years.
W1.2d
(W1.2d) Indicate whether water is withdrawn from areas with water stress, provide t",0.119,0.59,0.298,intel_esg.pdf,174
